Variable,region,sex,age,edu,job,pol_int,sys1,sys2,sys3,sys4,sys5,sys6,sys7,sys8,POP1,POP2,POP3,POP4,POP5,POP6,dw1,dw2,dw3,dw4,dw5,dw6,dw7,dw8,dw9,dw10,cj1,cj2,cj3,cj4,cj5,cj6,cj7,cj8,cj9,cj10,ANTI1,ANTI2,ANTI3,SOV1,SOV2,HOM1,HOM2,HOM3,HOM4,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,sdo7,sdo8,rwa3,rwa7,rwa9,rwa13,rwa14,rwa12,rwa16,rwa17,rwa19,rwa22,pol_or_1,pol_or_2,vote_2018,vote_int,vote_eu_2014,cb1,cb2,cb3,cb4,cb5,cb6,cb7,cb8,cb9,cb10,cb11,cb12,cb13,cb14,anti_imm_anes
,2,2,34,5,3,2,3,2,6,2,3,2,5,1,6,7,6,6,6,6,4,5,7,2,2,6,2,6,2,7,3,3,7,3,1,7,7,7,1,1,6,6,7,6,7,5,5,5,2,2,2,3,2,2,2,5,6,3,1,3,4,3,3,2,5,5,5,3,3,1,9,1,3,2,4,4,3,4,4,3,3,4,1,3,3,2,3
,2,1,50,6,10,4,3,2,7,1,2,3,6,1,3,3,2,1,5,2,6,3,2,6,5,2,3,3,7,2,1,1,7,2,1,7,6,6,2,3,6,2,3,3,2,3,2,2,2,1,1,6,2,4,6,4,5,1,1,5,5,1,2,1,3,2,2,2,1,9,2,8,3,2,4,4,3,3,2,1,1,3,1,1,4,1,2
,2,2,60,2,7,2,2,2,5,6,2,2,4,2,7,7,5,7,7,6,1,3,6,5,5,6,5,5,7,6,6,3,7,6,6,7,7,3,1,2,6,6,6,7,7,7,7,7,3,1,1,1,6,7,7,7,7,7,7,7,5,7,7,7,4,7,7,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,4,3,1,1,2
,1,2,19,4,1,3,5,2,3,5,3,1,4,3,1,7,4,2,5,2,4,4,2,5,3,6,1,4,3,7,4,7,2,4,5,6,3,4,2,4,4,3,3,7,2,4,6,2,5,5,3,7,2,5,7,4,2,2,2,7,3,4,6,2,3,7,3,4,3,3,6,5,1,4,2,3,3,3,1,2,5,2,3,4,2,4,3
,1,1,32,5,3,4,2,1,7,5,3,5,5,3,6,6,6,3,6,7,3,5,2,2,2,5,2,6,7,6,1,1,6,2,5,7,7,7,1,1,7,4,7,7,7,6,6,6,2,1,1,5,2,5,7,7,7,3,2,7,4,7,3,4,3,5,2,3,3,9,9,1,3,1,3,3,2,4,2,1,1,3,1,1,3,1,3
,2,1,52,5,3,2,5,4,4,3,4,4,4,2,5,4,3,3,6,5,2,4,2,3,4,5,4,3,4,4,5,5,5,4,6,5,5,6,5,4,6,4,5,5,5,5,5,6,4,2,3,4,2,3,6,5,5,4,3,4,3,3,5,4,4,5,6,4,4,2,2,2,1,5,3,3,1,3,2,1,4,3,1,2,3,3,1
,2,1,20,4,1,3,2,1,7,2,1,2,6,2,6,5,2,4,6,2,5,5,3,2,2,4,1,4,6,3,3,2,6,2,2,6,5,6,2,2,5,6,4,6,5,3,3,4,2,2,2,2,2,3,4,4,4,2,2,5,2,4,5,2,2,4,2,6,6,6,6,7,2,2,4,3,1,2,2,1,2,3,2,1,3,1,3
,2,2,19,4,1,3,1,6,1,2,1,2,1,2,3,3,4,2,4,2,2,4,5,3,6,3,4,2,5,6,4,4,3,3,4,2,6,4,7,1,1,4,3,3,1,7,1,6,3,1,7,7,3,4,2,3,2,1,3,3,2,6,5,7,3,5,4,5,4,6,4,5,3,1,3,4,2,1,3,4,4,2,2,3,2,2,3
,2,2,20,4,1,3,3,1,6,1,1,2,6,2,7,6,7,7,7,6,2,6,2,1,1,7,4,7,7,6,5,6,6,6,2,7,7,7,1,2,6,7,6,7,7,7,7,6,2,3,4,6,6,6,7,7,6,7,7,3,6,6,7,1,4,7,5,6,6,2,2,7,1,1,4,5,1,3,1,1,2,2,1,4,3,1,1
,2,2,53,4,3,2,3,3,5,3,3,3,2,2,6,6,6,1,6,2,5,4,4,3,3,5,3,5,5,6,1,1,7,2,2,7,7,7,1,1,6,6,4,6,6,6,5,6,3,1,1,1,1,7,7,7,7,5,2,3,3,5,5,4,4,4,4,5,5,1,5,7,2,3,4,4,3,4,3,2,3,2,2,2,4,2,2
,2,2,60,0,0,2,7,1,7,7,6,1,7,6,7,7,6,6,1,6,3,3,3,3,1,4,1,1,7,7,1,7,6,7,7,7,7,7,1,1,3,5,4,6,7,7,7,7,1,7,7,6,6,4,5,5,7,7,7,7,7,7,7,7,7,7,7,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
,1,1,33,5,3,3,2,3,5,6,3,4,4,5,7,7,5,1,5,4,5,4,2,5,6,2,5,5,6,3,2,3,5,5,3,6,5,6,3,2,6,5,5,7,6,6,5,6,5,2,1,2,1,6,7,6,6,5,3,6,7,5,2,1,6,2,2,2,2,8,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,2,1,32,5,1,2,2,3,4,3,4,6,5,3,1,6,4,3,2,1,1,4,3,6,6,7,5,4,3,4,2,3,3,2,3,5,7,5,4,4,1,3,2,5,4,3,4,3,2,2,4,4,3,5,3,3,2,3,4,3,2,2,3,3,4,5,5,4,4,2,2,2,1,3,2,4,4,2,3,1,3,4,3,2,2,1,2
,2,1,22,4,1,2,4,3,2,5,3,5,4,3,7,6,6,4,6,6,7,5,6,4,2,5,6,6,7,5,2,4,7,4,3,7,7,7,1,4,6,4,4,5,6,6,3,3,1,1,1,2,1,7,7,7,7,1,1,6,7,1,1,1,6,3,3,3,3,8,2,7,4,2,2,2,4,4,3,1,3,3,1,2,3,1,2
,4,1,19,4,1,2,1,1,6,1,1,1,5,1,7,7,5,4,6,3,3,4,3,4,3,3,3,5,7,5,2,2,6,2,1,6,4,5,2,2,7,6,7,7,7,2,1,1,1,1,1,3,1,7,7,7,7,1,1,6,7,1,1,1,1,1,1,3,3,1,2,1,2,4,4,3,4,4,4,4,4,4,4,4,4,4,2
,3,1,32,4,3,2,2,1,7,3,1,2,6,2,7,7,6,6,7,6,3,2,2,2,3,5,5,6,7,1,1,1,7,6,1,7,6,7,1,1,7,6,6,7,7,6,6,6,1,1,2,2,2,7,7,7,7,6,6,7,6,6,2,2,6,3,5,4,4,9,2,2,4,4,5,5,4,4,4,3,3,3,3,3,3,3,1
,3,1,32,5,3,2,2,2,6,4,1,1,7,1,6,5,6,5,6,6,4,2,2,2,6,6,2,6,6,6,2,2,6,3,2,7,7,7,1,1,6,6,6,7,7,4,3,6,6,2,2,2,2,2,6,6,6,6,2,6,5,6,5,2,3,6,3,6,7,4,8,8,3,2,3,2,3,4,2,2,3,3,2,3,3,2,2
,1,2,19,4,1,4,4,3,5,4,5,5,4,2,6,2,5,2,2,2,6,1,1,6,5,1,5,2,7,2,1,1,7,2,1,7,7,7,5,1,4,3,5,2,5,3,2,3,1,1,1,2,1,7,7,7,7,1,1,7,7,2,1,1,1,1,1,3,4,7,7,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3
,2,1,30,6,10,4,6,4,3,5,6,5,2,3,2,4,1,1,4,1,6,2,1,7,5,1,4,5,7,1,1,1,7,1,2,7,7,7,1,1,5,2,3,4,4,4,4,2,3,1,1,1,1,6,7,7,7,1,1,6,7,2,1,1,4,2,3,2,1,1,1,4,1,1,2,1,1,2,1,1,1,2,1,1,3,1,3
,2,2,33,4,1,2,1,2,7,3,3,3,7,3,5,4,5,4,7,4,4,6,4,5,4,5,3,7,4,5,4,3,5,4,4,5,5,5,3,3,7,6,7,4,5,5,4,5,2,4,4,4,3,5,6,6,6,6,5,4,4,7,4,4,4,5,4,6,6,5,5,7,3,1,3,3,3,3,2,2,2,3,1,1,2,2,2
,3,2,19,4,1,3,3,1,5,3,2,2,5,2,5,5,4,5,6,6,6,6,6,3,5,2,3,7,1,3,1,1,7,1,1,7,7,7,1,1,5,5,1,7,6,3,2,2,2,1,1,3,1,6,6,6,6,4,2,5,5,2,3,4,5,5,3,3,2,3,1,7,4,1,2,4,1,2,2,1,4,4,1,2,3,1,3
,3,2,52,5,3,3,4,1,5,1,1,5,6,4,7,7,4,7,7,7,5,6,6,5,1,6,3,5,4,4,3,3,3,3,3,6,5,5,5,4,7,7,7,5,3,1,1,1,1,4,1,1,1,7,7,7,7,7,7,5,5,7,5,1,5,5,5,4,4,1,2,8,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
,2,2,19,4,1,2,4,1,5,2,2,3,6,2,5,4,4,5,6,6,5,5,5,6,3,4,2,6,4,6,3,4,6,5,3,7,4,7,4,3,7,4,6,3,3,4,2,2,2,4,4,5,2,4,3,4,3,5,3,5,5,6,4,1,3,2,4,5,6,6,8,7,1,2,2,1,1,4,1,1,1,1,1,1,1,1,3
,2,1,31,4,3,4,1,1,7,2,1,1,2,1,1,1,1,7,7,7,3,5,3,1,1,6,1,7,7,5,1,6,7,1,1,7,7,7,7,1,5,7,7,1,1,1,1,1,1,5,1,7,2,7,7,7,7,3,6,7,7,7,5,1,2,3,3,5,4,2,2,2,4,3,5,5,2,3,3,3,3,3,2,2,3,3,3
,2,2,46,5,3,2,1,1,7,3,1,1,7,1,7,5,3,6,7,7,4,6,6,2,1,7,1,7,1,7,1,3,6,3,2,7,7,7,1,1,7,5,7,7,5,6,4,4,6,1,1,2,1,7,7,7,7,1,1,2,2,1,7,3,7,4,1,4,4,2,2,2,3,4,5,5,3,3,3,2,3,3,4,5,5,4,1
,2,2,33,6,3,2,2,1,5,5,2,2,4,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,5,4,5,4,5,4,4,5,3,5,3,4,4,3,3,4,5,4,3,4,5,4,4,4,5,3,5,3,5,3,4,4,5,4,1,1,1,4,4,4,4,4,4,3,3,4,4,3,3,3,2,2
,1,2,34,4,3,3,5,4,5,4,3,3,4,1,6,3,4,2,6,5,5,5,5,4,4,4,3,5,6,4,5,5,4,5,5,6,6,6,6,5,5,5,3,4,2,4,2,3,3,2,3,5,2,5,6,6,6,6,5,2,4,5,3,1,3,4,4,4,4,7,7,7,2,1,1,1,2,1,1,1,1,2,1,1,1,1,3
,4,2,46,5,10,2,3,4,6,7,2,2,6,2,4,2,4,3,6,4,4,3,3,4,2,2,3,2,4,4,1,1,5,4,1,7,7,6,6,1,5,4,3,3,3,3,3,4,4,4,4,6,3,4,4,4,4,4,5,6,3,4,4,3,3,2,6,4,4,3,9,8,1,3,3,3,2,3,3,4,4,3,3,3,3,3,4
,2,1,19,4,1,4,5,3,7,7,5,7,2,6,7,2,5,7,7,6,7,6,5,6,6,3,5,3,6,3,6,5,6,5,2,6,6,6,2,5,7,7,5,5,2,6,6,6,7,1,4,2,2,6,7,6,6,6,6,6,6,7,7,3,6,7,6,6,7,5,5,7,5,5,2,2,5,2,5,2,2,2,1,1,4,1,2
,2,2,50,4,6,3,2,3,5,6,4,5,3,4,7,6,5,7,5,1,3,4,3,6,4,6,2,5,7,5,5,6,4,4,5,4,4,5,6,2,7,6,6,7,5,2,1,3,1,5,6,6,1,7,7,5,6,1,2,7,6,1,1,1,2,7,1,1,1,7,9,1,4,3,4,4,3,1,3,4,1,3,1,4,2,1,2
,2,1,19,4,1,3,5,4,5,6,4,4,4,3,7,6,6,4,6,5,5,4,2,4,3,3,5,6,6,5,3,6,6,5,4,5,4,6,4,5,5,5,4,6,4,6,6,6,2,3,5,5,4,4,4,3,3,3,4,4,5,4,5,4,3,4,5,3,4,1,1,7,3,4,3,3,3,4,3,4,3,3,4,4,4,1,2
,2,1,20,4,1,3,5,4,3,6,4,5,2,4,3,1,4,1,1,1,5,2,4,4,4,3,3,4,6,3,2,2,5,2,2,4,6,6,2,2,3,5,3,4,3,5,5,5,4,1,1,2,1,7,7,7,6,3,4,4,6,2,4,2,6,5,5,3,2,1,1,7,1,1,4,2,1,3,1,1,1,2,1,1,1,1,3
,2,2,30,5,1,2,3,4,5,2,1,2,4,2,4,4,4,1,2,3,6,3,4,6,1,4,1,5,6,5,1,5,7,4,4,7,6,6,6,5,5,5,5,2,1,1,1,1,1,6,6,2,4,5,3,3,3,1,2,6,6,1,2,1,7,1,6,3,5,1,1,1,2,1,4,2,2,2,1,1,1,1,1,2,2,1,2
,2,1,19,4,1,4,5,4,4,3,5,5,4,5,6,6,5,3,5,5,7,5,5,7,5,3,6,3,6,2,3,5,6,6,4,7,6,7,6,2,6,4,5,4,3,5,6,6,2,6,5,7,6,6,7,7,7,6,5,7,5,4,5,2,5,5,4,5,3,5,5,7,5,2,2,3,5,5,4,2,4,3,1,2,4,2,3
,2,2,37,5,6,3,2,2,5,7,2,2,6,3,7,4,4,3,5,6,6,4,3,5,6,2,6,5,7,2,4,6,5,6,3,7,7,6,3,2,3,2,6,7,6,2,2,2,1,3,6,2,4,3,7,7,6,6,3,3,6,4,1,1,1,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3
,2,1,28,5,6,4,1,1,7,5,1,1,7,1,5,1,1,1,5,1,2,7,6,7,5,1,2,6,7,6,1,1,7,7,3,7,6,7,2,1,7,7,2,1,1,1,3,6,1,1,1,1,1,7,7,7,7,3,7,7,7,5,1,3,7,7,7,2,1,8,4,4,3,1,5,5,3,4,1,4,1,4,1,1,1,1,3
,1,2,26,5,6,4,4,3,3,3,5,3,2,4,4,2,2,3,3,4,7,4,1,7,1,1,3,2,4,2,1,1,7,1,1,7,7,7,1,1,5,3,2,4,2,5,4,3,1,1,1,1,1,7,7,7,7,1,1,7,7,1,1,1,7,1,1,2,1,8,4,1,4,2,5,4,2,3,2,1,1,4,1,2,4,1,3
,2,2,58,5,3,4,1,1,1,1,1,3,6,2,6,5,4,6,6,1,7,2,2,1,3,3,2,6,1,5,1,1,6,1,1,7,7,7,1,3,7,7,6,7,7,5,1,2,1,1,1,2,1,7,7,7,7,1,3,7,7,1,1,1,7,6,1,3,2,1,1,1,3,1,1,1,3,1,2,1,1,3,3,1,4,1,3
,2,1,19,4,1,4,1,2,6,5,1,1,6,1,6,2,6,1,5,6,3,6,5,3,1,6,1,6,7,7,2,5,4,4,4,5,4,5,3,1,6,7,5,4,4,4,4,4,1,1,3,1,1,7,7,7,7,5,4,4,3,4,5,1,1,1,1,1,1,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
,2,1,21,4,1,3,3,3,5,3,4,3,3,5,5,4,4,3,5,4,5,6,5,5,5,3,5,3,5,3,3,4,4,3,3,4,3,3,3,4,3,4,4,6,3,4,3,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,2,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
,2,2,24,6,6,3,4,4,4,3,4,4,1,4,7,7,7,7,7,7,3,6,6,4,3,6,2,6,6,6,6,2,6,2,2,7,7,7,3,3,7,5,7,6,6,3,4,4,1,5,5,5,5,5,5,5,5,7,7,7,7,7,4,1,5,5,5,5,4,2,2,1,5,5,5,5,5,4,5,3,3,5,4,3,4,4,2
,2,2,19,4,1,4,1,2,7,3,3,1,7,2,7,7,5,7,7,5,3,5,2,3,1,3,2,5,2,7,3,5,5,2,3,5,3,4,3,6,4,1,6,2,5,5,3,3,6,3,5,3,5,2,2,4,5,2,5,2,3,4,4,6,5,6,2,6,7,6,6,7,4,2,2,3,4,5,5,1,2,3,3,4,2,2,2
,2,2,28,5,3,3,2,1,5,3,2,2,4,2,6,2,6,6,6,6,6,2,1,6,5,3,3,5,4,5,4,2,5,2,2,7,6,6,2,2,6,6,5,6,6,4,4,4,5,2,2,2,2,6,6,6,6,4,6,5,6,4,5,2,2,2,4,3,1,2,2,1,4,2,2,3,3,2,1,2,1,4,1,1,5,1,2
,1,1,19,4,1,3,2,3,4,3,1,1,4,1,4,1,5,2,3,2,5,4,5,3,6,3,3,4,7,4,4,5,5,4,2,6,5,5,4,5,5,3,5,6,3,2,1,2,2,4,5,4,3,4,5,4,3,3,4,4,4,5,4,2,3,5,4,3,2,2,1,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,2,1,18,3,1,3,3,3,5,2,1,2,6,2,7,6,5,3,4,5,4,5,6,2,1,5,3,5,7,6,2,3,3,3,4,5,5,6,2,3,5,5,4,6,6,4,3,3,1,2,2,3,2,6,6,6,6,6,4,5,7,6,2,1,7,6,5,3,3,2,2,7,2,4,4,3,2,4,3,2,2,4,1,4,4,1,3
,2,1,56,5,6,3,2,1,2,3,1,2,6,1,7,4,6,2,6,6,5,2,4,2,2,5,3,5,6,7,1,1,7,1,2,5,7,7,7,1,7,6,7,2,2,2,2,3,1,2,1,1,1,5,6,7,7,4,4,6,4,3,6,1,2,3,3,4,4,5,5,1,3,4,4,4,3,4,4,2,3,4,4,4,2,5,2
,2,1,47,5,5,3,3,3,7,5,2,3,5,3,2,3,5,2,4,5,4,5,2,3,3,4,4,4,7,5,1,1,7,1,1,7,7,7,1,1,5,5,5,2,2,1,1,1,5,1,1,2,1,6,6,6,6,4,4,6,3,5,5,7,4,7,3,4,7,2,2,2,1,1,2,2,1,2,2,1,1,3,1,1,4,1,3
,2,1,19,4,1,2,3,3,5,3,3,5,2,5,6,6,6,4,3,4,4,3,4,4,5,2,5,3,4,5,3,4,3,3,4,5,4,3,4,4,4,3,4,4,4,4,4,4,4,3,5,3,4,3,5,3,4,4,5,3,4,2,4,3,5,2,3,4,4,2,2,7,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3
,4,2,62,0,0,3,3,2,5,6,5,1,7,1,4,1,7,1,4,7,7,2,2,6,3,2,3,2,6,2,1,1,6,1,2,5,6,6,1,1,6,6,7,2,1,2,5,4,2,1,1,1,1,7,7,7,7,1,1,7,7,1,1,3,4,1,1,3,1,1,9,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3
,2,1,18,3,1,4,5,3,5,3,5,2,4,5,5,6,7,2,2,1,3,2,3,7,1,1,3,3,7,4,5,6,5,3,5,3,3,3,6,2,5,7,1,6,4,4,3,3,1,1,4,3,1,7,7,7,7,2,1,7,7,3,2,1,6,2,4,3,2,8,1,7,2,1,4,3,5,2,1,1,1,1,1,1,2,1,3
,2,2,35,4,3,2,1,1,5,2,1,2,6,2,5,7,4,4,7,2,5,6,5,3,2,5,5,6,7,3,1,1,7,6,1,7,7,6,1,1,6,6,5,7,6,4,3,3,1,1,4,1,1,7,7,7,7,1,1,6,7,1,5,1,4,2,1,3,2,7,7,1,3,3,5,4,3,4,4,2,1,1,2,1,3,1,3
,2,1,19,4,1,2,2,1,7,2,1,2,5,1,7,7,4,5,7,4,3,5,7,7,2,7,2,6,7,7,5,1,7,3,3,6,6,7,1,3,6,4,2,6,7,5,5,5,2,1,5,5,3,2,6,3,5,6,5,3,1,5,3,2,2,6,5,5,6,4,8,7,2,2,4,1,1,1,1,1,1,2,1,1,1,1,1
,1,1,34,5,10,3,2,2,6,2,2,2,6,2,7,5,7,7,7,5,3,7,7,1,1,5,1,7,1,5,3,3,7,3,1,7,7,7,1,1,3,7,2,6,6,2,2,4,1,1,1,4,4,7,7,7,7,7,6,7,5,7,7,6,5,5,5,3,4,2,2,2,4,4,5,5,3,5,3,2,1,3,1,2,2,1,2
,2,1,20,4,1,4,3,2,6,6,3,4,5,3,6,3,5,1,6,4,5,5,7,2,1,1,1,7,7,7,7,6,5,6,3,5,3,5,4,5,5,5,2,2,2,2,2,4,2,7,6,7,7,1,3,1,1,6,7,2,1,7,7,4,4,7,4,7,7,5,5,7,4,1,2,1,4,1,1,2,3,1,1,1,2,1,1
,2,1,42,5,3,3,3,3,6,4,4,5,3,5,7,3,5,5,5,5,6,3,5,4,5,2,5,4,6,3,5,2,5,2,2,6,6,6,2,4,5,5,4,5,5,3,4,5,2,4,3,5,2,4,6,6,6,6,4,4,6,6,2,1,5,4,1,3,3,8,4,1,1,1,4,3,1,1,1,1,1,2,1,1,1,1,3
,2,2,44,5,3,3,3,2,7,5,3,2,5,3,7,6,7,4,6,5,5,4,2,5,4,3,4,5,5,3,3,2,5,3,4,6,6,7,2,6,7,7,5,7,7,4,4,4,2,3,2,5,4,7,7,7,7,6,4,7,6,5,4,2,2,4,5,1,1,7,7,8,1,3,2,2,2,3,2,1,5,3,1,2,2,1,3
,1,2,23,3,3,3,3,1,7,3,2,1,7,3,6,6,5,3,7,6,3,7,7,2,1,7,3,6,5,7,6,2,7,6,1,7,7,7,1,4,5,5,5,6,6,5,6,5,4,3,1,2,2,4,3,3,3,7,6,7,1,6,7,7,7,7,6,6,7,5,5,5,4,4,4,5,4,5,5,5,5,3,4,3,5,4,2
,3,1,36,5,3,3,3,1,5,4,4,2,6,1,7,4,4,2,7,5,4,7,5,3,1,7,3,4,4,5,2,1,5,2,1,7,6,6,1,1,6,4,6,4,3,2,2,2,1,1,1,4,1,5,7,7,7,1,1,2,6,1,4,2,6,2,2,3,3,7,7,4,3,1,1,1,1,4,1,1,1,1,1,1,1,1,3
,1,1,62,6,6,3,2,1,5,4,2,2,6,1,7,4,4,2,7,5,4,7,5,1,1,7,3,4,4,5,2,1,5,2,1,7,6,7,1,1,6,4,6,4,3,2,2,2,1,1,1,5,1,5,7,7,7,2,1,2,5,1,4,2,7,2,2,5,5,3,3,3,3,1,1,1,2,1,1,1,4,2,1,1,1,1,3
,1,2,19,4,1,2,1,4,7,3,1,1,7,1,7,7,4,7,7,5,3,7,7,1,3,7,3,7,7,5,5,7,3,7,7,7,3,1,4,1,7,7,7,7,7,4,2,3,1,3,7,1,1,7,7,7,7,7,7,1,1,7,7,1,4,7,7,7,7,4,5,7,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1
,1,1,21,4,1,3,5,3,4,4,5,3,5,3,6,5,4,2,2,4,6,5,6,5,4,3,5,4,7,4,5,4,6,2,3,6,5,5,6,2,4,7,5,2,1,3,3,5,1,2,5,3,3,2,7,2,3,2,2,6,6,5,2,1,2,3,3,3,5,1,1,7,3,1,3,4,2,3,1,3,1,3,1,1,2,1,3
,1,1,51,4,2,3,3,2,7,4,3,1,6,4,6,4,5,5,6,6,3,5,4,5,4,2,4,5,5,4,2,3,6,5,1,7,6,6,2,1,6,6,5,4,6,5,5,6,3,1,1,1,1,5,6,6,7,7,6,6,6,5,5,2,3,3,3,3,3,2,1,1,4,4,4,3,4,2,3,2,2,3,2,2,2,2,3
,1,1,34,4,1,3,6,3,2,7,5,6,3,4,6,5,4,3,4,3,6,3,2,3,5,4,6,2,4,2,3,5,5,5,2,3,7,4,5,5,5,4,4,5,3,4,4,5,2,3,5,4,3,5,5,5,5,5,3,5,5,6,3,2,5,4,4,4,3,7,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
,1,1,68,4,8,3,5,3,6,6,5,5,3,3,6,6,5,4,4,4,5,1,4,5,3,7,6,4,7,4,1,1,7,1,4,6,6,7,7,1,4,6,1,5,6,6,6,4,3,1,2,1,1,7,7,7,7,7,6,6,6,6,2,5,4,4,3,5,4,9,6,6,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3
,2,1,43,4,3,2,2,3,2,4,4,3,5,4,6,6,6,6,6,6,5,2,3,4,2,5,4,4,4,5,4,5,5,4,3,4,4,5,4,4,5,4,5,5,6,5,4,5,5,4,3,5,4,5,6,5,4,5,3,5,4,5,6,5,5,4,5,5,5,2,2,2,4,3,3,4,3,4,4,3,3,3,4,4,3,4,3
,3,1,19,4,1,2,6,2,3,4,2,1,3,2,6,3,2,1,2,3,7,5,7,7,1,3,1,5,4,5,2,3,5,5,3,7,3,7,1,2,5,4,4,2,2,3,3,3,1,1,1,1,1,7,7,7,7,1,1,6,6,4,2,1,7,7,3,3,3,9,1,7,1,1,1,5,1,2,1,1,1,4,4,2,2,4,2
,2,1,59,0,0,3,3,2,4,4,3,1,2,2,3,2,1,2,3,2,5,4,1,5,4,2,3,3,6,2,1,1,5,1,1,7,7,7,2,1,4,3,6,4,1,2,2,2,1,1,1,1,1,6,7,6,6,1,1,5,5,1,1,1,2,3,4,2,2,7,1,4,1,1,4,2,1,1,1,1,1,1,1,1,1,1,3
,2,2,52,5,3,2,1,2,3,4,3,2,3,2,4,4,4,4,7,7,5,5,2,3,2,2,3,3,6,5,1,1,1,1,1,7,7,7,1,1,5,4,7,6,6,2,6,7,6,1,1,1,2,7,7,7,7,4,4,4,4,5,4,1,3,3,3,2,1,1,1,4,1,1,4,3,1,1,1,1,1,1,1,1,2,1,4
,2,2,51,4,4,2,3,1,7,4,2,1,3,2,6,7,2,5,7,7,4,3,5,6,5,5,4,6,7,5,1,1,7,1,1,7,7,7,1,1,6,7,6,7,7,7,5,4,4,1,1,1,1,7,7,7,7,1,7,7,1,1,3,6,4,2,2,5,5,5,5,2,1,2,4,4,1,5,4,3,3,3,3,3,3,3,4
,1,1,33,5,3,4,2,1,6,3,4,2,5,2,6,6,6,4,7,6,5,5,5,3,3,3,2,6,7,5,4,4,2,5,4,5,5,7,5,4,6,6,6,6,3,3,2,4,5,1,1,1,1,7,7,7,7,5,2,7,7,6,1,1,2,5,4,2,1,9,1,7,4,4,3,3,3,3,3,3,1,3,2,3,3,2,3
,1,2,32,5,1,3,4,3,4,5,4,3,3,2,3,3,1,1,3,2,6,2,4,5,3,4,4,5,5,4,3,2,5,1,1,7,5,7,2,2,4,2,5,4,2,5,3,3,2,2,1,1,1,6,7,6,6,4,2,2,7,2,1,1,4,1,1,2,1,1,1,4,2,2,4,3,1,2,2,2,1,3,1,1,1,1,3
,1,1,29,3,5,3,3,2,6,7,3,5,4,3,7,6,6,4,4,5,3,5,5,3,4,4,3,4,1,4,4,5,5,5,3,5,5,6,1,2,5,5,4,5,5,5,5,5,4,3,1,3,2,3,4,3,3,5,5,5,1,5,5,5,5,5,5,6,7,5,5,3,4,3,4,4,4,4,4,1,5,4,3,4,5,4,1
,1,1,59,6,3,3,4,2,5,6,4,4,5,2,3,2,3,2,4,4,5,3,3,6,5,5,3,4,7,4,3,5,5,4,3,6,6,7,2,2,6,6,6,1,1,3,3,3,1,2,4,5,3,3,7,5,4,4,3,6,4,5,5,1,6,4,4,4,5,7,9,8,3,1,3,3,3,4,1,1,4,2,1,1,3,1,3
,2,1,20,4,1,2,5,4,1,4,3,3,4,5,6,4,5,4,5,4,7,4,2,7,5,1,4,4,5,4,4,3,5,2,2,7,4,6,5,4,5,6,3,7,5,5,4,5,4,1,3,5,3,5,6,5,6,4,2,6,4,5,4,1,4,4,4,4,4,2,2,1,3,3,3,3,3,2,2,1,2,3,1,2,2,1,3
,2,2,72,4,8,2,3,2,4,1,2,2,5,2,4,2,2,3,4,4,5,5,5,4,2,3,4,5,5,4,2,1,5,3,2,5,7,7,1,4,5,4,6,5,3,2,2,2,2,3,2,3,2,5,5,5,5,5,4,4,5,4,5,4,5,5,4,2,1,7,7,4,2,2,3,3,3,4,2,2,3,3,2,3,3,2,4
,2,1,19,4,1,3,3,3,6,5,2,2,5,2,2,1,5,1,5,2,5,5,4,4,1,4,1,5,5,4,2,4,7,5,3,5,2,6,4,1,5,4,2,5,3,1,1,1,1,5,5,6,2,2,7,4,6,1,1,6,7,4,2,1,2,1,3,2,4,8,1,7,2,3,4,4,2,3,2,2,1,2,1,1,3,1,2
,2,2,35,6,3,3,2,1,5,4,1,2,7,1,6,7,7,4,7,6,4,3,3,7,2,5,3,5,6,6,1,1,7,1,1,7,7,7,1,1,6,6,4,6,6,3,2,2,1,1,1,1,1,5,7,4,4,1,1,6,4,1,1,1,6,2,1,5,5,5,5,6,2,2,4,4,2,5,2,2,4,3,1,2,2,1,2
